"","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageFinish","GarageCars","GarageArea","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","House_Age_Yrs","RemodAdd_Age_Yrs","Garage_Age_Yrs","SalePrice","RoofMatl_WdShngl","FireplaceQu_Ex","HeatingQC_Ex","GarageQual_abv_avg","PoolQC_Ex","Heating_Gas","SaleCondition_Partial","OverallQual2_x_GarageCars","OverallQual2_x_TotRmsAbvGrd_log","OverallQual2_x_GrLivArea","OverallQual2_x_LotArea_log","OverallQual_2"
"338","20","RL",70,9135,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,"Gable","VinylSd","VinylSd","BrkFace",113,"Gd","TA","PConc","Gd","TA","Av","GLQ",810,"Unf",0,726,1536,"Y","SBrkr",1536,0,0,1536,1,0,2,0,3,1,"Gd",7,"Typ",0,"Attchd","RFn",2,532,"TA","Y",192,74,0,0,0,0,"NoF","NoM",0,"12","2008","WD",6,5,6,214000,0,0,1,1,0,1,0,98,95.3495973037104,75264,446.873554971793,49
"339","20","RL",91,14145,"Pave","NoA","Reg","Lvl","AllPub","Corner","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,7,"Gable","Wd Sdng","Wd Sdng","None",0,"Gd","TA","CBlock","Gd","TA","Mn","ALQ",213,"Unf",0,995,1208,"Y","SBrkr",1621,0,0,1621,1,0,2,0,3,1,"Gd",8,"Typ",0,"Attchd","RFn",2,440,"TA","Y",108,45,0,0,0,0,"NoF","Shed",400,"5","2006","WD",22,8,22,202500,0,0,1,1,0,1,0,98,101.892635542312,79429,468.298707703048,49
"340","20","RL",66,12400,"Pave","NoA","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story",6,7,"Hip","Wd Sdng","Wd Sdng","BrkFace",176,"TA","TA","CBlock","TA","Fa","No","Rec",585,"Unf",0,630,1215,"Y","FuseA",1215,0,0,1215,0,0,1,0,3,1,"TA",6,"Typ",0,"Attchd","Unf",1,297,"TA","Y",0,0,0,0,234,0,"NoF","NoM",0,"6","2009","WD",51,11,51,155000,0,0,0,1,0,1,0,36,64.50334089221,43740,339.316263057353,36
"341","60","RL",85,14191,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","2Story",8,5,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,967,967,"Y","SBrkr",993,915,0,1908,0,0,2,1,4,1,"Gd",9,"Typ",0,"Attchd","Fin",2,431,"TA","Y",135,0,0,0,0,0,"NoF","NoM",0,"4","2010","WD",8,8,8,202900,0,0,1,1,0,1,0,128,140.622372949518,122112,611.86324734941,64
"342","20","RH",60,8400,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Feedr","Norm","1Fam","1Story",4,4,"Gable","Wd Sdng","AsbShng","None",0,"Fa","Fa","CBlock","TA","Fa","No","Unf",0,"Unf",0,721,721,"Y","SBrkr",841,0,0,841,0,0,1,0,2,1,"TA",4,"Typ",0,"CarPort","Unf",1,294,"TA","N",250,0,24,0,0,0,"NoF","NoM",0,"9","2009","WD",59,59,59,82000,0,0,0,1,0,1,0,16,22.1807097779182,13456,144.575791757302,16
"343","90","RL",0,8544,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","Duplex","1Story",3,4,"Gable","Stucco","Stucco","BrkFace",340,"TA","TA","Slab","NoB","NoB","NoB","NoB",0,"NoB",0,0,0,"N","FuseA",1040,0,0,1040,0,0,2,0,2,2,"TA",6,"Typ",0,"Detchd","Unf",2,400,"TA","Y",0,0,0,0,0,0,"NoF","NoM",0,"5","2006","WD",57,56,57,87500,0,0,0,1,0,0,0,18,16.1258352230525,9360,81.4768610507998,9
"344","120","RL",63,8849,"Pave","NoA","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,"Hip","MetalSd","MetalSd","BrkFace",616,"Ex","TA","PConc","Ex","TA","No","GLQ",28,"Unf",0,1656,1684,"Y","SBrkr",1684,0,0,1684,0,0,2,0,2,1,"Ex",6,"Typ",1,"Attchd","RFn",2,564,"TA","Y",495,72,0,0,0,0,"NoF","NoM",0,"7","2008","WD",3,3,3,266000,0,1,1,1,0,1,0,162,145.132517007472,136404,736.132838718655,81
"345","160","RM",36,2592,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","2Story",5,3,"Gable","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","TA","No","Rec",129,"BLQ",232,175,536,"Y","SBrkr",536,576,0,1112,0,0,1,1,3,1,"TA",4,"Typ",0,"Attchd","Unf",1,336,"TA","Y",182,0,0,0,0,0,"NoF","NoM",0,"4","2010","WD",34,34,34,85000,0,0,0,1,0,1,0,25,34.6573590279973,27800,196.504626436804,25
"346","50","RL",65,6435,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","RRAn","Norm","1Fam","1.5Fin",6,5,"Gable","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,972,972,"Y","SBrkr",972,605,0,1577,0,0,1,0,3,1,"Fa",6,"Typ",1,"Detchd","Unf",1,312,"TA","Y",0,0,0,0,0,0,"NoF","NoM",0,"10","2006","WD",67,56,67,140200,0,0,0,1,0,1,0,36,64.50334089221,56772,315.702256321088,36
"347","20","RL",0,12772,"Pave","NoA","IR1","Lvl","AllPub","CulDSac","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,8,"Hip","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","Mn","BLQ",498,"Unf",0,460,958,"Y","SBrkr",958,0,0,958,0,0,1,0,2,1,"TA",5,"Typ",0,"Attchd","RFn",1,301,"TA","Y",0,0,0,0,0,0,"NoF","Gar2",15500,"4","2007","WD",47,9,47,151500,0,0,0,1,0,1,0,36,57.9397648476276,34488,340.380379938048,36
"348","20","RL",0,17600,"Pave","NoA","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,"Gable","Wd Sdng","Wd Sdng","BrkFace",30,"TA","TA","CBlock","TA","TA","No","BLQ",1270,"Unf",0,208,1478,"Y","FuseA",1478,0,0,1478,1,0,2,0,3,1,"TA",6,"Typ",2,"Attchd","Unf",2,498,"TA","Y",0,40,0,0,0,0,"NoF","NoM",0,"12","2009","WD",49,49,49,157500,0,0,1,1,0,1,0,72,64.50334089221,53208,351.923550516945,36
"349","160","RL",36,2448,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","Twnhs","2Story",7,5,"Gable","VinylSd","Wd Shng","Stone",106,"Gd","TA","PConc","Gd","TA","No","GLQ",573,"Unf",0,191,764,"Y","SBrkr",764,862,0,1626,1,0,2,1,2,1,"Gd",6,"Typ",0,"BuiltIn","RFn",2,474,"TA","Y",0,27,0,0,0,0,"NoF","NoM",0,"10","2008","WD",5,4,5,154000,0,0,1,1,0,1,0,98,87.7962139921747,79674,382.348305537979,49
"350","60","RL",56,20431,"Pave","NoA","IR2","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,"Hip","CemntBd","CmentBd","BrkFace",870,"Ex","TA","PConc","Ex","TA","No","GLQ",1410,"Unf",0,438,1848,"Y","SBrkr",1848,880,0,2728,1,0,2,1,4,1,"Ex",10,"Typ",2,"Attchd","Fin",3,706,"TA","Y",0,0,0,0,0,0,"NoF","NoM",0,"4","2006","New",1,0,0,437154,0,1,1,1,0,1,1,243,186.509392532518,220968,803.909499373425,81
"351","120","RL",68,7820,"Pave","NoA","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,"Hip","MetalSd","MetalSd","BrkFace",362,"Ex","TA","PConc","Ex","TA","No","Unf",0,"Unf",0,1869,1869,"Y","SBrkr",1869,0,0,1869,0,0,2,0,2,1,"Ex",6,"Typ",1,"Attchd","RFn",2,617,"TA","Y",210,54,0,0,0,0,"NoF","NoM",0,"12","2007","New",0,0,0,318061,0,0,1,1,0,1,1,162,145.132517007472,151389,726.119626516688,81
"352","120","RL",0,5271,"Pave","NoA","IR1","Low","AllPub","Inside","Mod","ClearCr","Norm","Norm","1Fam","1Story",7,5,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","Gd","TA","Gd","GLQ",1082,"Unf",0,371,1453,"Y","SBrkr",1453,0,0,1453,1,0,1,1,2,1,"Gd",6,"Typ",1,"Attchd","RFn",2,445,"TA","Y",0,80,0,0,184,0,"NoF","NoM",0,"12","2006","WD",20,20,20,190000,0,0,0,1,0,1,0,98,87.7962139921747,71197,419.928793465905,49
"353","50","RL",60,9084,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Artery","Norm","1Fam","1.5Fin",5,6,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","Fa","Mn","LwQ",236,"Rec",380,0,616,"N","SBrkr",616,495,0,1111,0,1,1,0,3,1,"TA",5,"Typ",0,"Detchd","Unf",1,200,"Fa","Y",48,0,0,0,0,0,"NoF","NoM",0,"3","2008","ConLw",67,58,67,95000,0,0,0,1,0,1,0,25,40.2359478108525,27775,227.856747580636,25
"354","30","RM",60,8520,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",6,8,"Gable","VinylSd","VinylSd","None",0,"TA","Gd","BrkTil","TA","TA","No","Unf",0,"Unf",0,624,624,"Y","SBrkr",720,0,0,720,0,0,1,0,2,1,"TA",5,"Typ",0,"Detchd","Unf",2,484,"TA","Y",106,0,0,0,0,0,"NoF","NoM",0,"5","2010","WD",82,7,5,105900,0,0,0,1,0,1,0,72,57.9397648476276,25920,325.806178313641,36
"355","50","RL",60,8400,"Pave","NoA","Reg","Bnk","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin",6,5,"Gable","Wd Sdng","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",388,"Unf",0,552,940,"Y","SBrkr",1192,403,0,1595,0,0,1,0,2,1,"TA",6,"Typ",2,"Attchd","Unf",1,240,"TA","Y",0,0,108,0,0,0,"NoF","NoM",0,"6","2006","WD",66,6,66,140000,0,0,1,1,0,1,0,36,64.50334089221,57420,325.295531453931,36
"356","20","RL",105,11249,"Pave","NoA","IR2","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",6,5,"Gable","VinylSd","VinylSd","None",0,"Gd","Gd","PConc","Gd","Gd","No","ALQ",334,"BLQ",544,322,1200,"Y","SBrkr",1200,0,0,1200,1,0,2,0,3,1,"Gd",6,"Typ",0,"Attchd","RFn",2,521,"TA","Y",0,26,0,0,0,0,"NoF","NoM",0,"8","2007","WD",12,12,12,177500,0,0,1,1,0,1,0,72,64.50334089221,43200,335.809242532542,36
"357","20","RL",0,9248,"Pave","NoA","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","1Story",6,6,"Gable","HdBoard","HdBoard","BrkFace",106,"TA","TA","PConc","Gd","TA","No","GLQ",560,"Unf",0,598,1158,"Y","SBrkr",1167,0,0,1167,1,0,2,0,3,1,"Gd",6,"Typ",0,"Attchd","RFn",2,400,"TA","Y",120,26,0,0,0,0,"NoF","NoM",0,"7","2009","WD",17,17,17,173000,0,0,0,1,0,1,0,72,64.50334089221,42012,328.757853272838,36
"358","120","RM",44,4224,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","1Story",5,5,"Gable","CemntBd","CmentBd","None",0,"TA","TA","PConc","Gd","TA","No","ALQ",874,"Unf",0,268,1142,"Y","SBrkr",1142,0,0,1142,1,0,1,1,3,1,"TA",6,"Typ",1,"Attchd","Fin",2,528,"TA","Y",536,90,0,0,0,0,"MnPrv","NoM",0,"8","2007","WD",31,31,31,134000,0,0,0,1,0,1,0,50,44.7939867307014,28550,208.713445634652,25
"359","80","RL",92,6930,"Pave","NoA","IR1","Lvl","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","SLvl",5,4,"Hip","Wd Sdng","ImStucc","BrkFace",120,"TA","TA","CBlock","TA","TA","Av","BLQ",300,"Rec",294,468,1062,"Y","FuseF",1352,0,0,1352,0,1,1,0,3,1,"Gd",6,"Min2",0,"BuiltIn","Unf",1,288,"TA","Y",168,0,294,0,0,0,"NoF","NoM",0,"7","2006","WD",48,48,48,130000,0,0,1,1,0,1,0,25,44.7939867307014,33800,221.090377304599,25
"360","60","RL",78,12011,"Pave","NoA","IR1","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,"Gable","VinylSd","VinylSd","BrkFace",530,"Gd","TA","PConc","Gd","TA","Av","GLQ",956,"Unf",0,130,1086,"Y","SBrkr",1086,838,0,1924,1,0,2,1,3,1,"Gd",7,"Typ",1,"Attchd","RFn",2,592,"TA","Y",208,75,0,0,374,0,"NoF","NoM",0,"6","2006","WD",8,8,8,280000,0,0,1,1,0,1,0,128,124.53824953954,123136,601.189003235487,64
"361","85","RL",0,7540,"Pave","NoA","IR1","Lvl","AllPub","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","SFoyer",6,6,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Gd","TA","Av","GLQ",773,"Unf",0,115,888,"Y","SBrkr",912,0,0,912,1,0,1,0,2,1,"TA",5,"Typ",1,"Attchd","RFn",2,470,"TA","Y",0,0,0,0,192,0,"MnPrv","NoM",0,"6","2007","WD",29,29,29,156000,0,0,1,1,0,1,0,72,57.9397648476276,32832,321.407188596072,36
"362","50","RL",0,9144,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,5,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",399,"Unf",0,484,883,"Y","SBrkr",988,517,0,1505,1,0,1,0,3,1,"TA",8,"Typ",0,"Detchd","Unf",1,240,"TA","N",0,0,0,0,0,0,"NoF","NoM",0,"7","2008","WD",68,26,68,145000,0,0,0,1,0,1,0,25,51.9860385419959,37625,228.021330136866,25
"363","85","RL",64,7301,"Pave","NoA","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","SFoyer",7,5,"Gable","HdBoard","HdBoard","BrkFace",500,"Gd","TA","Slab","NoB","NoB","NoB","NoB",0,"NoB",0,0,0,"Y","SBrkr",495,1427,0,1922,0,0,3,0,4,1,"Gd",7,"Typ",1,"BuiltIn","RFn",2,672,"TA","Y",0,0,177,0,0,0,"NoF","NoM",0,"7","2009","ConLD",6,6,6,198500,0,1,1,1,0,1,0,98,95.3495973037104,94178,435.892563598748,49
"364","160","RM",21,1680,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,8,"Gable","HdBoard","HdBoard","BrkFace",510,"TA","TA","CBlock","TA","TA","No","ALQ",162,"Unf",0,321,483,"Y","SBrkr",483,504,0,987,0,0,1,1,2,1,"Gd",5,"Typ",0,"Detchd","Unf",1,264,"TA","Y",250,0,0,0,0,0,"NoF","NoM",0,"5","2009","WD",37,2,37,118000,0,0,0,1,0,1,0,36,57.9397648476276,35532,267.355766606303,36
"365","60","RL",0,18800,"Pave","NoA","IR1","Lvl","AllPub","FR2","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,5,"Gable","HdBoard","HdBoard","BrkFace",120,"TA","TA","PConc","Gd","TA","Mn","GLQ",712,"Unf",0,84,796,"Y","SBrkr",790,784,0,1574,1,0,2,1,3,1,"TA",6,"Typ",1,"Attchd","Fin",2,566,"TA","Y",306,111,0,0,0,0,"NoF","NoM",0,"7","2006","WD",30,30,30,190000,0,0,0,1,0,1,0,72,64.50334089221,56664,354.298037357449,36
"366","70","RM",59,10690,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","2Story",5,7,"Hip","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","Fa","No","Rec",456,"Unf",0,216,672,"Y","FuseA",672,672,0,1344,0,0,1,0,3,1,"TA",6,"Typ",0,"Detchd","Unf",1,468,"Fa","Y",0,128,218,0,0,0,"NoF","NoM",0,"7","2009","WD",89,12,45,147000,0,0,0,1,0,1,0,25,44.7939867307014,33600,231.926600100477,25
"367","20","RL",0,9500,"Pave","NoA","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,"Gable","Plywood","Plywood","BrkFace",247,"TA","TA","CBlock","Gd","TA","No","BLQ",609,"Unf",0,785,1394,"Y","SBrkr",1394,0,0,1394,1,0,1,1,3,1,"TA",6,"Typ",2,"Attchd","RFn",2,514,"TA","Y",0,76,0,0,185,0,"NoF","NoM",0,"7","2009","WD",46,46,46,159000,0,0,0,1,0,1,0,72,64.50334089221,50184,329.725694793191,36
"368","80","RL",101,9150,"Pave","NoA","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","SLvl",6,5,"Gable","Plywood","Plywood","BrkFace",305,"TA","TA","CBlock","Gd","TA","Gd","GLQ",371,"Unf",0,728,1099,"Y","SBrkr",1431,0,0,1431,0,1,1,0,3,1,"TA",6,"Typ",1,"Basment","RFn",1,296,"TA","Y",64,110,0,0,0,0,"NoF","NoM",0,"12","2008","WD",46,46,46,165000,0,0,0,1,0,1,0,36,64.50334089221,51516,328.374329697704,36
"369","20","RL",78,7800,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,"Gable","HdBoard","HdBoard","BrkFace",200,"TA","TA","PConc","TA","TA","No","LwQ",540,"Unf",0,728,1268,"Y","SBrkr",1268,0,0,1268,0,0,1,0,2,1,"TA",7,"Typ",1,"Attchd","Fin",1,244,"TA","Y",0,98,0,0,0,0,"NoF","NoM",0,"3","2010","WD",56,56,56,132000,0,0,0,1,0,1,0,25,48.6477537263828,31700,224.046975316942,25
"370","20","RL",0,9830,"Pave","NoA","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","Gd","CBlock","TA","TA","No","ALQ",72,"Rec",258,733,1063,"Y","SBrkr",1287,0,0,1287,1,0,1,0,3,1,"Gd",7,"Typ",1,"Detchd","Fin",2,576,"TA","Y",364,17,0,0,182,0,"NoF","NoM",0,"3","2010","WD",51,4,13,162000,0,0,1,1,0,1,0,50,48.6477537263828,32175,229.82985532853,25
"371","60","RL",0,8121,"Pave","NoA","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,953,953,"Y","SBrkr",953,711,0,1664,0,0,2,1,3,1,"TA",7,"Typ",1,"Attchd","RFn",2,460,"TA","Y",100,40,0,0,0,0,"NoF","NoM",0,"1","2006","WD",6,6,6,172400,0,0,1,1,0,1,0,72,70.0527653659913,59904,324.079508818167,36
"372","50","RL",80,17120,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","ClearCr","Feedr","Norm","1Fam","1.5Fin",4,4,"Gable","WdShing","Plywood","None",0,"TA","TA","CBlock","NoB","NoB","NoB","NoB",0,"NoB",0,0,0,"Y","SBrkr",1120,468,0,1588,0,0,2,0,4,1,"TA",7,"Min2",1,"Detchd","Fin",2,680,"TA","N",0,59,0,0,0,0,"NoF","NoM",0,"7","2008","WD",49,49,17,134432,0,0,0,1,0,1,0,32,31.134562384885,25408,155.968042395132,16
"373","120","RL",50,7175,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","TwnhsE","1Story",6,5,"Gable","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",623,"LwQ",121,0,744,"Y","SBrkr",752,0,0,752,1,0,1,0,2,1,"TA",4,"Typ",0,"Attchd","Unf",1,264,"TA","Y",353,0,0,0,90,0,"MnPrv","NoM",0,"2","2010","WD",26,26,26,125000,0,0,0,1,0,1,0,36,49.9065970003161,27072,319.620889462602,36
"374","20","RL",79,10634,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,"Gable","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","No","BLQ",428,"LwQ",180,0,608,"Y","SBrkr",1319,0,0,1319,1,0,1,0,3,1,"TA",5,"Min2",0,"Attchd","Unf",1,270,"TA","Y",66,0,0,0,0,0,"GdWo","NoM",0,"11","2009","WD",56,56,56,123000,0,0,0,1,0,1,0,25,40.2359478108525,32975,231.795292351607,25
"375","60","RL",65,8200,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,847,847,"Y","SBrkr",847,1081,0,1928,0,0,2,1,4,1,"Gd",8,"Typ",1,"BuiltIn","Fin",2,434,"TA","Y",100,48,0,0,0,0,"NoF","NoM",0,"7","2007","WD",4,3,4,219500,0,0,1,1,0,1,0,98,101.892635542312,94472,441.582582229365,49
"376","30","RL",0,10020,"Pave","NoA","IR1","Low","AllPub","Inside","Sev","Edwards","Norm","Norm","1Fam","1Story",1,1,"Gable","Wd Sdng","Wd Sdng","None",0,"Fa","Fa","BrkTil","Fa","TA","Gd","BLQ",350,"Unf",0,333,683,"N","FuseA",904,0,0,904,1,0,0,1,1,1,"Fa",4,"Maj1",0,"NoG","NoG",0,0,"NoG","Y",0,0,0,0,0,0,"NoF","NoM",0,"3","2009","WD",87,59,0,61000,0,0,0,0,0,1,0,0,1.38629436111989,904,9.21233837463886,1
"377","85","RL",57,8846,"Pave","NoA","IR1","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","SFoyer",5,5,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",298,"Unf",0,572,870,"Y","SBrkr",914,0,0,914,0,0,1,0,2,1,"TA",5,"Typ",0,"Detchd","Unf",2,576,"TA","Y",0,0,0,0,0,0,"NoF","NoM",0,"7","2006","WD",10,10,8,148000,0,0,1,1,0,1,0,50,40.2359478108525,22850,227.193016460707,25
"378","60","FV",102,11143,"Pave","NoA","IR1","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,"Gable","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1580,1580,"Y","SBrkr",1580,886,0,2466,0,0,3,0,4,1,"Gd",8,"Typ",1,"Attchd","RFn",2,610,"TA","Y",159,214,0,0,0,0,"NoF","NoM",0,"12","2007","WD",3,2,3,340000,0,0,1,1,0,1,0,128,133.084258667509,157824,596.388273731011,64
"379","20","RL",88,11394,"Pave","NoA","Reg","Lvl","AllPub","Corner","Gtl","StoneBr","Norm","Norm","1Fam","1Story",9,2,"Hip","VinylSd","VinylSd","Stone",350,"Gd","TA","PConc","Ex","TA","Av","GLQ",1445,"Unf",0,411,1856,"Y","SBrkr",1856,0,0,1856,1,0,1,1,1,1,"Ex",8,"Typ",1,"Attchd","Fin",3,834,"TA","Y",113,0,0,0,0,0,"NoF","NoM",0,"6","2010","New",0,0,0,394432,0,1,1,1,0,1,1,243,168.434764876067,150336,756.608216583268,81
"380","60","RL",60,8123,"Pave","NoA","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","2Story",6,5,"Gable","VinylSd","VinylSd","BrkFace",16,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,982,982,"Y","SBrkr",1007,793,0,1800,0,0,2,1,3,1,"TA",7,"Typ",1,"Attchd","Fin",2,463,"TA","Y",100,63,0,0,0,0,"NoF","NoM",0,"6","2009","WD",9,9,9,179000,0,0,1,1,0,1,0,72,70.0527653659913,64800,324.088373629834,36
"381","50","RL",50,5000,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin",5,6,"Gable","BrkFace","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","LwQ",218,"Unf",0,808,1026,"Y","SBrkr",1026,665,0,1691,0,0,2,0,3,1,"Gd",6,"Typ",1,"Detchd","Unf",1,308,"TA","Y",0,0,242,0,0,0,"NoF","NoM",0,"5","2010","WD",86,60,86,127000,0,0,0,1,0,1,0,25,44.7939867307014,42275,212.929829785406,25
"382","20","FV",60,7200,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Gd","No","Unf",0,"Unf",0,1293,1293,"Y","SBrkr",1301,0,0,1301,1,0,2,0,2,1,"Gd",5,"Typ",1,"Attchd","RFn",2,572,"TA","Y",216,121,0,0,0,0,"NoF","NoM",0,"8","2006","New",0,0,0,187750,0,0,1,1,0,1,1,98,78.8624577092709,63749,435.209978945203,49
"383","60","RL",79,9245,"Pave","NoA","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,939,939,"Y","SBrkr",939,858,0,1797,0,0,2,1,3,1,"Gd",8,"Typ",0,"Attchd","RFn",2,639,"TA","Y",144,53,0,0,0,0,"NoF","NoM",0,"4","2007","WD",1,1,1,213500,0,0,1,1,0,1,0,98,101.892635542312,88053,447.46006904724,49
"384","45","RH",60,9000,"Pave","NoA","Reg","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","Norm","1Fam","1.5Unf",6,3,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Fa","Fa","No","Unf",0,"Unf",0,784,784,"N","FuseA",784,0,0,784,0,0,1,0,2,1,"TA",5,"Typ",0,"Detchd","Unf",2,360,"Fa","N",0,0,91,0,0,0,"NoF","NoM",0,"10","2009","WD",81,59,59,76000,0,0,0,0,0,1,0,72,57.9397648476276,28224,327.779274827461,36
